Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0015446	AL8G45110	g19
OG0015448	AL8G45280	g9627
OG0015449	AL8G45330	g19628
OG0015450	AL8G45430	g9625
OG0015451	AL8G45560	g19623
OG0015452	AL8G45690	g9
OG0015453	AL6G53450	g25338
OG0015454	AL6G52720	g39458
OG0015455	AL6G52980	g39456
OG0015456	AL6G53150	g25354
OG0015457	AL6G52140	g39481
OG0015459	AL6G52280	g25398
OG0015460	AL6G52360	g45259
OG0015462	AL6G51630	g45226
OG0015463	AL6G51490	g39519
OG0015466	AL6G50560	g45236
OG0015467	AL6G50440	g39595
OG0015468	AL6G50420	g39597
OG0015469	AL6G50410	g39598
OG0015470	AL8G42480	g45210
OG0015471	AL6G50020	g45207
OG0015472	AL8G15780	g11061
OG0015473	AL8G15840	g11065
OG0015475	AL8G15870	g39680
OG0015476	AL8G16050	g11081
OG0015477	AL8G16160	g39697
OG0015478	AL8G16210	g11088
OG0015479	AL8G16320	g11090
OG0015480	AL8G16370	g39708
OG0015481	AL8G16390	g39710
OG0015482	AL8G16880	g39728
OG0015483	AL4G27620	g39787
OG0015484	AL4G28450	g51322
OG0015485	AL4G28040	g51306
OG0015486	AL103U10040	g51290
OG0015487	AL4G27420	g51288
OG0015490	AL4G26710	g51252
OG0015491	AL4G26570	g39848
OG0015492	AL4G26550	g51241
OG0015493	nbis-gene-364	g51228
OG0015494	AL4G25180	g51198
OG0015495	AL4G25000	g39936
OG0015496	AL4G24720	g51181
OG0015497	AL4G23640	g51122
OG0015498	AL4G23340	g40002
OG0015499	nbis-gene-1030	g39985
OG0015500	AL4G23120	g39977
OG0015501	AL4G23060	g37843
OG0015502	AL4G21760	g40045
OG0015503	AL4G21940	g40062
OG0015504	AL4G22000	g37821
OG0015505	AL4G22020	g40066
OG0015506	AL4G22060	g40068
OG0015507	AL4G22090	g40071
OG0015508	AL4G22390	g37812, g53449
OG0015509	AL4G20620	g40139
OG0015510	AL4G20760	g40137
OG0015511	AL4G20900	g40128
OG0015512	AL4G21100	g43660
OG0015513	AL4G21160	g40122
OG0015514	AL4G21330	g40114
OG0015515	AL4G20110	g40154
OG0015516	AL4G20090	g37795
OG0015517	AL4G19800	g40176
OG0015518	AL4G19730	g40179
OG0015519	AL4G20030	g40180
OG0015520	AL4G19530	g40191
OG0015521	AL4G40530	g315
OG0015522	AL1G17900	g17214
OG0015523	AL6G53420	g25340
OG0015524	AL4G19390	g38267
OG0015525	AL4G19270	g36795
OG0015526	AL4G18920	g38286
OG0015527	AL4G18890	g38287
OG0015528	nbis-gene-1006	g38290
OG0015529	nbis-gene-1005	g36818
OG0015530	AL4G18610	g36822
OG0015531	AL4G18250	g38301
OG0015533	AL4G17520	g51074
OG0015534	AL7G25350	g23635
OG0015535	AL3G10660	g32638
OG0015536	AL3G10580	g12718
OG0015537	AL3G10310	g7949
OG0015538	AL3G10270	g7951
OG0015539	AL1G41640	g27649
OG0015540	AL3G10140	g12723
OG0015541	AL3G10090	g7954
OG0015542	AL3G10050	g3021
OG0015543	AL3G32740	g12724
OG0015544	AL3G10030	g12727
OG0015545	AL6G10050	g17247
OG0015546	AL3G19520	g5871
OG0015547	AL6G10080	g45283
OG0015548	AL6G10110	g45284
OG0015549	AL6G10120	g5872
OG0015550	AL4G25140	g5869
OG0015551	AL6G10140	g5868
OG0015552	AL6G10190	g5864
OG0015553	AL6G10210	g42871, g5861
OG0015554	AL6G10220	g5860
OG0015555	AL7G26340	g47587
OG0015556	AL7G26040	g23673
OG0015557	AL3G11030	g7921
OG0015558	AL3G11090	g7919
OG0015559	AL3G11340	g7904
OG0015560	AL3G11350	g12748
OG0015561	AL3G11370	g7902
OG0015562	AL3G11430	g7895
OG0015563	AL3G11570	g7881
OG0015564	AL3G11580	g7882
OG0015565	AL3G11750	g7874
OG0015566	AL3G12020	g45761
OG0015567	AL3G12080	g12757
OG0015568	AL3G12100	g7860
OG0015569	AL3G12230	g7855
OG0015570	AL3G12370	g7841
OG0015571	AL3G12460	g12665
OG0015573	AL3G12870	g12651
OG0015574	AL3G13230	g7820
OG0015575	AL3G13470	g7816
OG0015576	AL3G13560	g7811
OG0015577	AL3G13770	g12802
OG0015578	AL3G14050	g7784
OG0015579	AL3G14240	g7783
OG0015580	AL3G14340	g7777, g7768
OG0015581	AL3G14870	g7742
OG0015582	AL3G14980	g7740
OG0015583	nbis-gene-663	g12846
OG0015584	AL3G15710	g12560
OG0015585	AL3G16110	g12551
OG0015586	AL3G15960	g12862
OG0015587	AL3G16270	g12543
OG0015588	AL3G16280	g7693
OG0015589	AL3G16410	g12534
OG0015590	AL3G16500	g12528
OG0015592	AL3G17320	g12493
OG0015593	AL3G17380	g12488
OG0015594	AL3G17960	g12470
OG0015595	AL3G18130	g12464
OG0015596	AL3G24360	g12271
OG0015597	AL3G18250	g12946
OG0015598	AL3G18290	g12458
OG0015599	AL3G18380	g12452
OG0015600	AL3G18400	g12954
OG0015601	AL3G18610	g7599
OG0015603	AL3G18800	g7590
OG0015604	AL3G18890	g12973
OG0015605	AL3G19000	g7575
OG0015606	AL3G19030	g12980
OG0015607	AL3G19060	g12434
OG0015608	AL3G19150	g7567
OG0015609	AL3G19230	g7563
OG0015610	AL3G19240	g12428
OG0015611	AL3G19390	g12994
OG0015612	AL3G19990	g7523
OG0015613	AL3G20010	g7520
OG0015614	AL4G38070	g37348
OG0015616	AL4G37760	g38138
OG0015617	AL4G37530	g51837
OG0015618	AL4G37490	g51833
OG0015619	AL4G37080	g37326
OG0015620	AL4G37060	g51787
OG0015621	AL4G36490	g37312
OG0015622	AL4G36800	g51773
OG0015623	AL4G36390	g51752
OG0015625	AL4G36300	g51744
OG0015626	AL4G32020	g38021
OG0015627	AL4G32420	g38032
OG0015628	AL3G24000	g1678
OG0015629	AL4G32530	g51580
OG0015630	AL4G32790	g51593
OG0015631	AL4G33000	g38047
OG0015632	AL4G33220	g38052
OG0015633	nbis-gene-1093	g51620
OG0015634	AL4G33450	g38056
OG0015635	AL4G33440	g37195
OG0015636	AL3G41310	g6395
OG0015637	AL4G33560	g37199
OG0015638	AL4G33600	g37202
OG0015639	AL4G33620	g38066
OG0015641	AL4G34020	g37219
OG0015642	AL4G34220	g51660
OG0015644	AL4G35940	g51732
OG0015645	AL4G35860	g37286
OG0015646	AL4G35830	g37284
OG0015648	AL4G35140	g51701
OG0015649	AL4G35070	g37248
OG0015651	AL4G31890	g51544
OG0015652	AL1G27810	g49948
OG0015653	AL1G27850	g49950
OG0015654	AL1G28230	g31634
OG0015655	AL1G28400	g49966
OG0015656	nbis-gene-94	g31651
OG0015657	AL1G28820	g31657
OG0015658	AL1G29140	g31679
OG0015659	AL1G29250	g31684
OG0015660	AL1G29500	g27369
OG0015661	AL1G29780	g50003
OG0015662	AL1G29770	g31711
OG0015663	AL1G29750	g31710
OG0015664	AL1G29690	g27371
OG0015665	AL1G29640	g49998
OG0015666	AL1G29890	g50009, g31718
OG0015667	AL1G30090	g31726
OG0015668	AL1G30640	g31762
OG0015669	AL1G30550	g31753
OG0015670	AL1G30530	g50032
OG0015671	AL1G30380	g31745
OG0015672	AL2G33520	g44559
OG0015673	AL1G31130	g31799
OG0015674	AL1G31320	g50056
OG0015675	AL1G31390	g31812
OG0015676	AL1G31520	g31815
OG0015677	AL1G31660	g27428
OG0015678	AL1G31700	g31819
OG0015679	AL1G31900	g31836
OG0015680	AL1G31930	g50083
OG0015681	AL1G31960	g31844
OG0015682	AL1G32180	g27433
OG0015683	AL1G32940	g50120
OG0015685	AL1G33490	g31940
OG0015686	AL1G33610	g31945
OG0015687	AL1G33890	g31951
OG0015688	AL1G34100	g31963
OG0015689	AL1G34710	g27490
OG0015690	AL1G34780	g50205
OG0015691	AL1G34790	g50206
OG0015692	AL1G34900	g32007
OG0015693	AL1G34960	g32010
OG0015694	AL1G34980	g27496
OG0015695	AL1G15130	g30926
OG0015696	AL1G35580	g32023
OG0015697	AL1G35640	g50233
OG0015698	AL1G36000	g32038
OG0015699	AL1G36140	g32044
OG0015700	AL1G36230	g50250
OG0015701	AL1G36350	g50254
OG0015702	AL1G36490	g27538
OG0015703	AL1G36500	g50271
OG0015704	AL1G36570	g27542
OG0015706	AL1G36850	g32061
OG0015707	AL1G37180	g32103
OG0015708	AL1G37610	g32087
OG0015709	AL1G37790	g32083
OG0015710	AL1G37940	g32079
OG0015711	AL1G17150	g49560
OG0015712	AL1G38950	g32145
OG0015713	AL1G39080	g32149
OG0015714	AL1G39280	g32162
OG0015715	AL2G28120	g44779
OG0015716	AL1G39510	g32173
OG0015717	AL2G27720	g45757
OG0015718	AL1G39690	g50371
OG0015719	AL1G39800	g32195
OG0015720	AL1G39910	g32201
OG0015721	AL1G40240	g32230
OG0015722	AL1G40490	g50399
OG0015723	AL1G40520	g27621
OG0015724	AL1G32850	g31894
OG0015725	AL1G52610	g53933
OG0015726	AL1G52590	g28142
OG0015727	AL1G40880	g32284
OG0015728	AL7G29060	g47493
OG0015729	AL7G28980	g47499
OG0015730	AL7G28850	g17217
OG0015731	AL7G28740	g17207
OG0015732	AL7G28690	g23832
OG0015733	AL7G28590	g23826
OG0015734	AL4G16960	g38329
OG0015736	AL7G28440	g47519
OG0015737	AL7G28390	g47524
OG0015738	AL7G28380	g23819
OG0015739	AL7G28270	g23811
OG0015740	AL7G28080	g23801
OG0015741	AL7G28030	g23792
OG0015742	AL7G27860	g23779
OG0015743	AL7G27760	g47544
OG0015744	AL7G27560	g47551
OG0015745	AL7G27640	g17165
OG0015747	AL8G26180	g28353
OG0015748	AL1G18880	g49686
OG0015749	AL7G24860	g23608
OG0015750	AL7G24960	g47642
OG0015751	AL4G16600	g36876
OG0015752	AL4G15790	g38356
OG0015753	nbis-gene-980	g51032
OG0015754	AL4G15160	g38368
OG0015755	AL4G13910	g38410
OG0015756	AL4G13630	g38425
OG0015757	AL4G13450	g38432
OG0015758	AL4G13290	g38434
OG0015759	AL4G13210	g38438
OG0015760	AL7G24840	g47646
OG0015761	AL4G12930	g38448
OG0015762	AL4G12420	g38458
OG0015763	AL4G12110	g38484
OG0015764	AL5G35430	g19155
OG0015765	AL4G11950	g50897
OG0015767	AL4G11290	g38512
OG0015768	AL4G11280	g38513
OG0015769	AL4G10940	g38521
OG0015770	AL4G10820	g50877
OG0015771	AL4G10710	g38527
OG0015773	AL4G10130	g50848
OG0015774	AL4G10110	g50846
OG0015775	AL7G48900	g45706
OG0015776	AL1G26490	g27275
OG0015777	AL1G26280	g31525
OG0015778	AL1G26190	g27263
OG0015779	AL1G26180	g31517
OG0015780	AL1G26160	g31514
OG0015781	AL1G26090	g31509
OG0015782	AL1G25870	g31491
OG0015783	AL1G25830	g27254
OG0015784	AL1G25620	g49894
OG0015785	AL1G25720	g49898
OG0015786	AL1G25450	g31475
OG0015787	AL1G25310	g31464
OG0015788	AL1G24910	g27213
OG0015789	AL1G25160	g31455
OG0015790	AL1G24850	g49869
OG0015791	AL1G24620	g31419
OG0015792	AL1G24110	g31398
OG0015793	AL1G23920	g31392
OG0015794	AL1G23840	g49822
OG0015795	AL1G23770	g31384
OG0015796	AL1G23690	g31379
OG0015797	AL1G23530	g31372
OG0015798	AL1G23540	g49814
OG0015799	AL1G23300	g31352
OG0015801	AL1G22800	g31327
OG0015802	AL1G22650	g27157
OG0015803	AL2G14330	g40942
OG0015804	AL1G22470	g27154
OG0015805	AL1G22230	g27145
OG0015806	AL1G21840	g49756
OG0015807	AL1G21760	g49752
OG0015808	nbis-gene-67	g31278
OG0015809	AL1G21570	g31270
OG0015810	AL1G21360	g49731
OG0015811	AL1G21340	g31258
OG0015812	AL1G21140	g49725
OG0015813	AL1G20630, AL1G20950, AL1G20640	g27107
OG0015814	AL1G20390	g49704
OG0015815	AL1G20410	g31220
OG0015817	AL1G20500	g49708
OG0015818	AL1G20750	g27103
OG0015819	AL1G20230	g31208
OG0015820	AL1G19970	g31181
OG0015821	AL1G19960	g27077
OG0015822	AL1G19790	g31178
OG0015823	AL1G19750	g31173, g27064
OG0015824	AL1G19730	g31169
OG0015825	AL1G19620	g27061
OG0015826	AL1G19470	g49641
OG0015827	AL1G19200	g27050
OG0015828	AL1G19020	g49665
OG0015829	AL1G19120	g27044
OG0015830	AL1G18500	g27020
OG0015832	AL1G17940	g31079
OG0015833	AL5G20540	g40604
OG0015834	AL1G17710	g49569
OG0015835	AL1G17470	g31057
OG0015836	AL1G17180	g31042
OG0015837	AL1G17040	g31039
OG0015838	AL1G17010	g49558
OG0015839	AL1G16580	g31009
OG0015840	AL1G16850	g49554
OG0015841	AL1G16820	g31027
OG0015842	AL1G16720	g26990
OG0015843	AL1G16700	g49549
OG0015844	AL1G16550	g26979
OG0015845	AL1G16540	g26978
OG0015846	AL1G16520	g31006
OG0015847	AL1G16460	g31000
OG0015848	AL1G15900	g26964
OG0015849	AL1G15780	g30958
OG0015850	AL8G21270	g10266
OG0015851	AL1G15770	g30957
OG0015852	AL1G15750	g30955
OG0015853	AL1G15280	g30931
OG0015854	nbis-gene-37	g49494
OG0015856	AL1G14870	g30908
OG0015857	AL1G14800	g26952
OG0015858	AL1G14730	g30890
OG0015859	AL1G14700	g30891
OG0015860	AL1G14690	g30892
OG0015861	AL1G14610	g49470
OG0015862	AL1G14250	g30878
OG0015863	AL6G32210	g17619
OG0015864	AL1G13630	g30846
OG0015865	AL1G13600	g26921
OG0015867	AL1G13070	g30832
OG0015868	AL1G13390	g49431
OG0015870	AL1G12920	g30824
OG0015871	AL1G12910	g49415
OG0015872	AL1G12740	g30812
OG0015873	AL1G12550	g49400
OG0015874	AL1G12210	g26901
OG0015875	AL1G12070	g26896
OG0015876	AL1G11980	g30778
OG0015877	AL1G11740	g49364
OG0015878	AL1G11820	g26891
OG0015879	AL1G11660	g49359
OG0015880	AL1G11650	g26887
OG0015881	AL1G11180	g49336
OG0015882	AL1G11020	g26874
OG0015883	AL1G10630	g30733
OG0015884	AL1G10570	g26864
OG0015885	AL1G10450	g49298
OG0015886	AL1G10430	g30729
OG0015887	AL1G10420	g26862
OG0015888	AL1G10380	g49296
OG0015889	AL1G10350	g26859
OG0015890	AL1G10330	g26858
OG0015891	AL1G10230	g49290
OG0015892	AL1G10110	g30726
OG0015893	AL1G10050	g27755
OG0015894	AL6G24530	g29331
OG0015895	AL6G25300	g29303
OG0015896	AL6G25130	g45658
OG0015897	AL6G24890	g45654
OG0015898	AL6G24810	g45649
OG0015899	AL6G24740	g5216
OG0015900	AL6G25430	g29298
OG0015901	AL6G25520, AL3G10670	g29288
OG0015902	AL6G25570	g5160
OG0015903	AL6G26360	g5103
OG0015904	AL6G26290	g5113
OG0015905	AL6G26210	g5118
OG0015906	AL6G26150	g45690
OG0015907	AL6G25990	g29271
OG0015908	AL6G26780	g45711
OG0015910	AL3G11900	g12682
OG0015911	AL6G27020	g5063
OG0015912	AL6G27460	g29190
OG0015913	AL6G27600	g5031
OG0015914	AL6G27830	g29167
OG0015915	AL6G27880	g29156
OG0015916	AL6G27920	g5013
OG0015917	AL6G28290	g4998
OG0015918	AL6G28450	g29138
OG0015919	AL6G28430	g4992
OG0015920	AL6G28530	g29132
OG0015921	AL6G28660	g41501
OG0015922	AL6G28730	g28993
OG0015923	AL6G28750	g28994
OG0015924	AL6G29030	g4948
OG0015925	AL6G29080	g4947
OG0015926	AL6G29420	g41479
OG0015927	AL6G29430	g4933
OG0015928	AL6G29620	g4922
OG0015929	AL6G29660	g4920
OG0015930	AL1G19040	g27031
OG0015931	AL6G29930	g29067
OG0015932	AL6G30080	g41456, g29072
OG0015933	AL6G30100	g4904
OG0015934	AL6G30200	g4902
OG0015935	AL6G30580	g29096
OG0015936	AL6G38250	g4865
OG0015937	AL6G38600	g10115, g4836
OG0015938	AL6G38680	g18525
OG0015939	AL6G38690	g4825, g18524
OG0015940	AL6G39250	g18517
OG0015941	AL6G39450	g10142
OG0015942	AL6G39620	g4689
OG0015943	AL6G39630	g4688
OG0015944	AL6G40390	g10161
OG0015945	AL8G23410	g4763
OG0015946	AL5G28320	g19437
OG0015947	AL8G23370	g4673
OG0015948	AL7G26640	g7062
OG0015949	AL8G22490	g10215
OG0015950	AL8G21840	g10236
OG0015951	AL8G21300	g10263
OG0015952	AL8G21040	g10277
OG0015953	AL8G21200	g10271
OG0015955	AL6G16970	g29652
OG0015956	AL6G17050	g5582
OG0015957	AL6G24470	g5239
OG0015958	AL6G24460	g29334
OG0015959	AL6G16900	g29657
OG0015960	AL6G16630	g29673
OG0015961	AL8G20240	g10298
OG0015962	AL1G52410	g1258
OG0015963	AL8G20300	g10294
OG0015964	AL6G16400	g45452
OG0015965	AL6G16290, AL6G17380	g5603
OG0015966	AL6G16100	g45446
OG0015967	AL6G16040	g45443
OG0015968	AL6G15890	g45442
OG0015969	AL6G15860	g5616
OG0015970	AL6G15850	g45440
OG0015971	AL6G15710	g5626
OG0015972	AL6G15680	g45432
OG0015974	AL6G15600	g5628
OG0015975	AL6G15570	g5629
OG0015977	AL3G27520	g12148
OG0015978	AL6G15070	g45418
OG0015979	AL6G15000	g29742
OG0015980	AL6G14910	g29748
OG0015981	AL6G14580	g5661
OG0015982	AL1G29240	g49989
OG0015983	AL6G14240	g29784
OG0015984	AL6G14160	g45405
OG0015985	AL6G14040	g5689
OG0015986	AL6G38050	g10095
OG0015987	AL6G38030	g625
OG0015988	AL6G38000	g18544
OG0015989	AL6G37880	g18548, g14919
OG0015990	AL6G37050	g589
OG0015991	AL6G36860	g10047
OG0015992	AL6G36590	g576
OG0015993	AL6G36540	g567
OG0015994	AL6G36460	g564
OG0015995	AL6G36350	g18565
OG0015996	AL6G35840	g539
OG0015997	AL6G35880	g541
OG0015998	AL6G36080	g546
OG0015999	AL6G36090	g547
OG0016001	AL6G35450	g9995
OG0016002	AL6G35190	g9992
OG0016003	AL6G35110	g9990
OG0016004	AL6G35010	g501
OG0016005	AL3G42030	g13535
OG0016006	AL6G34790	g9970
OG0016007	AL6G34720	g9968
OG0016009	AL6G34230	g9952
OG0016010	AL8G37560	g9939
OG0016011	AL8G37580	g9938
OG0016012	AL5G15820	g9937
OG0016013	AL8G37790	g435
OG0016014	AL8G38040	g9905
OG0016015	AL8G38060	g9901
OG0016016	AL8G38310	g413
OG0016017	AL8G38390	g9888
OG0016018	AL8G38790	g384
OG0016019	AL8G38850	g9873
OG0016020	AL8G39040	g371
OG0016021	AL8G39140	g359
OG0016022	AL8G39150	g18605
OG0016023	AL8G39460	g348
OG0016024	AL8G39610	g343
OG0016026	AL8G39920	g9837
OG0016027	AL8G40020	g324
OG0016028	AL8G40110	g9828
OG0016029	AL8G35040	g1219
OG0016030	AL8G34880	g1205
OG0016031	AL8G34790	g1197
OG0016032	AL8G34780	g1196
OG0016033	AL8G34700	g1188
OG0016034	AL8G34640	g1185
OG0016035	AL8G34340	g28693
OG0016036	AL8G34320	g1156
OG0016037	AL5G31740	g19316
OG0016038	AL5G31650	g11345
OG0016039	AL5G31470	g19334
OG0016040	AL5G30990	g2544
OG0016041	AL5G30580	g2569, g2570
OG0016042	AL5G30550	g19361
OG0016043	AL5G30500	g2582
OG0016044	AL5G30370	g2588
OG0016045	AL5G30230	g19366
OG0016046	AL5G30050	g19374
OG0016047	AL5G29660	g19392
OG0016048	AL5G29490	g19393
OG0016049	AL5G29430	g2621
OG0016050	AL6G36110	g548
OG0016051	AL5G29070	g2628
OG0016052	AL5G28590	g2646
OG0016053	AL5G28500	g2674
OG0016054	AL5G28490	g2675
OG0016055	AL1G43750	g32418
OG0016056	AL5G27850	g2711
OG0016057	AL5G27820	g2717
OG0016058	AL5G27780	g2718
OG0016059	AL5G27720	g11390
OG0016060	AL5G27630	g19469
OG0016061	AL5G27550	g19480
OG0016062	AL8G40030	g18623
OG0016063	AL5G27500	g11393
OG0016064	AL5G27450	g2767
OG0016065	AL5G27330	g19497
OG0016066	AL5G27240	g19493
OG0016067	AL5G27170	g2751
OG0016068	AL5G27090	g19500
OG0016069	AL5G26980	g19503
OG0016070	AL5G26910	g19508
OG0016071	AL5G26900	g2732
OG0016072	AL5G26720	g2772
OG0016073	AL5G26670	g2776
OG0016074	AL5G26660	g19515
OG0016075	AL5G26650	g2780
OG0016076	AL5G26590	g2785
OG0016077	AL5G26190	g2811
OG0016078	AL5G25890	g2818
OG0016079	AL5G25790	g11420
OG0016080	AL5G25450	g2871
OG0016081	AL5G24380	g2941
OG0016082	AL5G23960	g2987
OG0016083	AL5G23880	g2992
OG0016084	AL5G22540	g3208, g19607
OG0016085	AL5G21490	g36968
OG0016086	AL5G21370	g11508
OG0016087	AL5G21280	g19619
OG0016088	AL5G12790	g5023
OG0016089	AL5G14740	g11518
OG0016090	AL5G21020	g11523
OG0016092	AL2G27020	g41574
OG0016093	AL2G26080	g44900
OG0016094	AL2G26820	g41577
OG0016095	AL2G27060	g44852
OG0016096	AL2G26700	g44875
OG0016097	AL2G27560	g44824
OG0016098	AL2G27780	g44797
OG0016099	AL3G24160	g7305
OG0016100	AL2G27630	g44814
OG0016101	AL2G27880	g44788
OG0016103	AL2G27970	g45767
OG0016104	AL2G28070	g45770
OG0016105	AL2G28080	g45771
OG0016106	AL2G28290	g44775
OG0016107	AL2G28460	g45792
OG0016109	AL2G28630	g44758, g45802
OG0016110	AL2G28640	g44757
OG0016111	AL2G28770	g44750
OG0016112	AL22U10120	g44717
OG0016113	AL2G29220	g18014
OG0016114	AL2G29320	g45828
OG0016115	AL2G29430	g45830
OG0016116	AL2G29500	g45835
OG0016117	AL5G44720	g18542
OG0016118	AL2G30060	g18010
OG0016119	AL2G30080	g45872
OG0016120	AL2G30270	g45882
OG0016121	nbis-gene-588	g45883
OG0016122	AL2G30680	g45904
OG0016123	AL2G30700	g45906
OG0016124	AL2G30850	g45913
OG0016125	AL2G30870	g45914
OG0016126	AL2G31000	g45918
OG0016127	AL2G31100	g45926
OG0016128	AL2G31160	g44650
OG0016130	AL2G31250	g45933
OG0016131	AL2G31260	g44644
OG0016132	AL2G31300	g45940
OG0016133	AL2G31320	g45942
OG0016134	AL2G31360	g44635
OG0016135	AL2G31380	g45946
OG0016136	AL2G31720	g44619
OG0016137	AL2G38440	g46421
OG0016138	AL2G38280	g46404
OG0016139	nbis-gene-613	g46402
OG0016140	AL2G38170	g46396
OG0016141	AL2G37870	g46379
OG0016143	AL2G37650	g44362
OG0016146	AL2G37050	g44378
OG0016147	AL2G36930	g46316
OG0016148	AL2G36860	g46304
OG0016149	AL2G36760	g46301
OG0016150	AL2G36700	g44394
OG0016151	AL3G42730	g45136
OG0016152	AL2G36610	g46277
OG0016153	AL2G36590	g46275
OG0016154	AL2G36500	g46269
OG0016155	AL2G36490	g46268
OG0016156	AL2G36320	g46260
OG0016158	AL2G36210	g46252, g44410
OG0016159	AL2G36150	g46249
OG0016160	AL2G35860	g44420
OG0016161	AL2G35650	g46223
OG0016162	AL2G35620	g46221
OG0016163	AL2G35540	g46216
OG0016164	AL1G53040	g53964
OG0016165	AL2G35410	g46204
OG0016166	AL2G35390	g44456
OG0016167	AL2G35350	g44464
OG0016168	nbis-gene-603	g44471
OG0016169	AL2G34980	g44481
OG0016170	AL2G34890	g46178
OG0016171	AL2G34800	g44495
OG0016172	AL2G34760	g46171
OG0016173	AL2G34660	g46168
OG0016174	AL2G34570	g44512
OG0016176	AL2G34520	g17981
OG0016177	AL2G34470	g46149
OG0016178	AL2G34410	g46146
OG0016179	AL2G34190	g44536
OG0016180	AL2G34180	g46135
OG0016181	AL2G34130	g44539
OG0016182	AL2G33880	g46115
OG0016183	AL2G33800	g44553
OG0016185	AL2G33440	g46082
OG0016186	AL2G33160	g44571
OG0016187	AL2G33110	g46061
OG0016188	AL2G33080	g46060
OG0016189	AL2G32930	g46045
OG0016190	AL2G32890	g46034
OG0016191	AL2G32860	g46031
OG0016192	AL2G32840	g46030
OG0016193	AL2G32810	g46028
OG0016194	AL2G32740	g44584
OG0016195	AL2G32360	g46010
OG0016196	AL2G32210	g46003
OG0016197	AL2G32190	g46001
OG0016198	AL2G32170	g45999
OG0016199	AL2G39210	g46477
OG0016201	AL2G39340	g46488
OG0016202	AL2G39370	g46491
OG0016203	AL2G39430	g44347
OG0016204	AL2G39860	g46512
OG0016205	AL2G40200	g44316
OG0016206	AL2G40410	g13601
OG0016207	AL2G40510	g46544
OG0016209	AL2G41340	g46594
OG0016210	AL2G41430	g44272
OG0016211	AL2G41460	g46596
OG0016212	AL2G41510	g46601
OG0016213	AL2G41660	g46608
OG0016214	AL2G41810	g44265
OG0016215	AL2G41750	g44267
OG0016216	nbis-gene-1228	g44268
OG0016217	AL2G41740	g45244
OG0016218	AL3G24490	g7282
OG0016219	AL3G24630	g12256
OG0016220	AL3G24850	g13153
OG0016221	AL3G24890	g12249
OG0016222	AL3G25460	g7231
OG0016223	AL3G25660	g7222
OG0016224	AL3G25720	g7221
OG0016225	AL3G25850	g12216
OG0016226	AL3G26210	g13206
OG0016227	AL3G26430	g7184
OG0016228	AL3G27070	g13223
OG0016229	AL3G27180	g7139
OG0016230	AL3G27430	g12152
OG0016231	AL3G27960	g7082
OG0016232	AL3G28100	g12135
OG0016233	AL3G28370	g12111
OG0016234	AL3G28550	g7050
OG0016235	AL3G28570	g7049
OG0016236	AL3G28880	g7037
OG0016237	AL3G29000	g12093
OG0016238	AL3G29010	g12092
OG0016239	AL3G29020	g7024
OG0016240	AL3G29060	g7019
OG0016241	nbis-gene-194, AL1G65070	g19130
OG0016242	AL3G29430	g12081
OG0016243	AL3G29680	g6995
OG0016244	AL3G29870	g12063
OG0016245	AL3G29880	g6986, g13272
OG0016246	AL3G29920	g12062
OG0016247	AL3G29980	g6982
OG0016248	AL3G30010	g12060
OG0016250	AL3G30450	g6948
OG0016251	AL3G30530	g13286
OG0016252	AL3G30560	g12044
OG0016255	AL3G31100	g12028
OG0016256	AL3G31170	g12023
OG0016257	AL3G31220	g6907
OG0016258	AL3G31270	g6902
OG0016259	AL3G31660	g6881
OG0016260	AL3G31850	g6869
OG0016261	AL3G31990	g11996
OG0016262	AL3G32230	g6852
OG0016263	AL3G32290	g6848
OG0016264	AL3G32490	g6830
OG0016265	AL3G32570	g6821
OG0016266	AL3G33050	g6785
OG0016267	AL3G33070	g6784
OG0016268	AL3G33170	g6778
OG0016269	AL3G33250	g11951
OG0016270	AL3G33260	g11950
OG0016271	nbis-gene-733	g11945
OG0016272	AL3G34260	g11914
OG0016273	AL2G13670	g44208
OG0016274	AL3G34590	g13369
OG0016275	AL3G34640	g6710
OG0016276	AL3G34710	g11896
OG0016277	AL3G40450	g11700
OG0016278	AL3G35680	g6662
OG0016279	AL3G35510	g13389
OG0016280	AL3G35460	g11868
OG0016282	AL3G36420	g11834
OG0016283	AL3G36750	g6583
OG0016284	AL3G37760	g6548
OG0016285	AL3G37890	g6542
OG0016286	AL3G38100	g13468
OG0016287	AL8G18970, AL3G39000	g13480
